pid,lat,lon,elev,ptype
NAm-LaTasajera.Biondi.2001__EPS,31.0,-115.5,2400.0,wood.eps
NAm-LaTasajera.Biondi.2001__core,31.0,-115.5,2400.0,wood.core
NAm-ShermanCreekPass.Briffa.1996__sampleCount,48.7,-118.3,1800.0,wood.samplecount
NAm-ShermanCreekPass.Briffa.1996__segmentLength,48.7,-118.3,1800.0,wood.segmentlength
NAm-ShermanCreekPass.Briffa.1996__ringWidth,48.7,-118.3,1800.0,wood.ringwidth
NAm-ShermanCreekPass.Briffa.1996__ringWidth__2,48.7,-118.3,1800.0,wood.ring width
NAm-ShermanCreekPass.Briffa.1996__residualChronology,48.7,-118.3,1800.0,wood.residualchronology
NAm-ShermanCreekPass.Briffa.1996__ARSTAN,48.7,-118.3,1800.0,wood.arstan
NAm-ShermanCreekPass.Briffa.1996__correlationCoefficient,48.7,-118.3,1800.0,wood.correlationcoefficient
NAm-ShermanCreekPass.Briffa.1996__RBAR,48.7,-118.3,1800.0,wood.rbar
NAm-ShermanCreekPass.Briffa.1996__uncertainty1s,48.7,-118.3,1800.0,wood.uncertainty1s
NAm-ShermanCreekPass.Briffa.1996__uncertainty1s__2,48.7,-118.3,1800.0,wood.uncertainty1s
NAm-ShermanCreekPass.Briffa.1996__EPS,48.7,-118.3,1800.0,wood.eps
NAm-ShermanCreekPass.Briffa.1996__core,48.7,-118.3,1800.0,wood.core
NAm-ShermanCreekPass.Briffa.1996__sampleCount__2,48.7,-118.3,1800.0,wood.samplecount
NAm-ShermanCreekPass.Briffa.1996__segmentLength__2,48.7,-118.3,1800.0,wood.segmentlength
NAm-ShermanCreekPass.Briffa.1996__density,48.7,-118.3,1800.0,wood.density
NAm-ShermanCreekPass.Briffa.1996__MXD,48.7,-118.3,1800.0,wood.maximum latewood density
NAm-ShermanCreekPass.Briffa.1996__residualChronology__2,48.7,-118.3,1800.0,wood.residualchronology
NAm-ShermanCreekPass.Briffa.1996__ARSTAN__2,48.7,-118.3,1800.0,wood.arstan
NAm-ShermanCreekPass.Briffa.1996__correlationCoefficient__2,48.7,-118.3,1800.0,wood.correlationcoefficient
NAm-ShermanCreekPass.Briffa.1996__RBAR__2,48.7,-118.3,1800.0,wood.rbar
NAm-ShermanCreekPass.Briffa.1996__uncertainty1s__3,48.7,-118.3,1800.0,wood.uncertainty1s
NAm-ShermanCreekPass.Briffa.1996__uncertainty1s__4,48.7,-118.3,1800.0,wood.uncertainty1s
NAm-ShermanCreekPass.Briffa.1996__EPS__2,48.7,-118.3,1800.0,wood.eps
NAm-ShermanCreekPass.Briffa.1996__core__2,48.7,-118.3,1800.0,wood.core
Asi-CHIN038.Fan.2013__ringWidth,27.58,99.28,4100.0,wood.ring width
Asi-CHIN026.Wright.2010__ringWidth,27.62,99.8,2900.0,wood.ring width
Asi-AltaiDjasator.Cook.2011__ringWidth,49.62,88.1,2100.0,wood.ring width
Asi-NOGSAK.PAGES2k.2013__ringWidth,51.83,143.13,3300.0,wood.ring width
NAm-BigBendLake.Jacoby.2003__sampleCount,61.3,-142.7,1040.0,wood.samplecount
NAm-BigBendLake.Jacoby.2003__segmentLength,61.3,-142.7,1040.0,wood.segmentlength
NAm-BigBendLake.Jacoby.2003__ringWidth,61.3,-142.7,1040.0,wood.ringwidth
NAm-BigBendLake.Jacoby.2003__ringWidth__2,61.3,-142.7,1040.0,wood.ring width
NAm-BigBendLake.Jacoby.2003__residualChronology,61.3,-142.7,1040.0,wood.residualchronology
NAm-BigBendLake.Jacoby.2003__ARSTAN,61.3,-142.7,1040.0,wood.arstan
NAm-BigBendLake.Jacoby.2003__correlationCoefficient,61.3,-142.7,1040.0,wood.correlationcoefficient
NAm-BigBendLake.Jacoby.2003__RBAR,61.3,-142.7,1040.0,wood.rbar
NAm-BigBendLake.Jacoby.2003__uncertainty1s,61.3,-142.7,1040.0,wood.uncertainty1s
NAm-BigBendLake.Jacoby.2003__uncertainty1s__2,61.3,-142.7,1040.0,wood.uncertainty1s
NAm-BigBendLake.Jacoby.2003__EPS,61.3,-142.7,1040.0,wood.eps
NAm-BigBendLake.Jacoby.2003__core,61.3,-142.7,1040.0,wood.core
NAm-BigBendLake.Jacoby.2003__sampleCount__2,61.3,-142.7,1040.0,wood.samplecount
NAm-BigBendLake.Jacoby.2003__segmentLength__2,61.3,-142.7,1040.0,wood.segmentlength
NAm-BigBendLake.Jacoby.2003__density,61.3,-142.7,1040.0,wood.density
NAm-BigBendLake.Jacoby.2003__MXD,61.3,-142.7,1040.0,wood.maximum latewood density
NAm-BigBendLake.Jacoby.2003__residualChronology__2,61.3,-142.7,1040.0,wood.residualchronology
NAm-BigBendLake.Jacoby.2003__ARSTAN__2,61.3,-142.7,1040.0,wood.arstan
NAm-BigBendLake.Jacoby.2003__correlationCoefficient__2,61.3,-142.7,1040.0,wood.correlationcoefficient
NAm-BigBendLake.Jacoby.2003__RBAR__2,61.3,-142.7,1040.0,wood.rbar
NAm-BigBendLake.Jacoby.2003__uncertainty1s__3,61.3,-142.7,1040.0,wood.uncertainty1s
NAm-BigBendLake.Jacoby.2003__uncertainty1s__4,61.3,-142.7,1040.0,wood.uncertainty1s
NAm-BigBendLake.Jacoby.2003__EPS__2,61.3,-142.7,1040.0,wood.eps
NAm-BigBendLake.Jacoby.2003__core__2,61.3,-142.7,1040.0,wood.core
Ocn-KuroshioCurrent.Isono.2009__temperature,36.03,141.78,-2224.0,marinesediment.alkenone
Ocn-KuroshioCurrent.Isono.2009__temperature__2,36.03,141.78,-2224.0,marinesediment.alkenone
Ocn-NorthwestPacificOcean.Harada.2004__temperature,46.32,152.53,-2793.0,marinesediment.alkenone
Ocn-NorthwestPacificOcean.Harada.2004__temperature__2,46.32,152.53,-2793.0,marinesediment.alkenone
Ocn-SouthernChileMargin.Mohtadi.2007__temperature,-44.15,-75.16,-1169.0,marinesediment.alkenone
Ocn-SouthernChileMargin.Mohtadi.2007__temperature__2,-44.15,-75.16,-1169.0,marinesediment.temperature
Ant-US-ITASE-2002-4.Steig.2013__d18O,-86.5,-107.99,2586.0,glacierice.d18o
Asi-CHIN065.Shao.2013__ringWidth,32.67,95.72,4500.0,wood.ring width
Asi-NEPA003.Krusic.2013__ringWidth,29.48,82.08,3700.0,wood.ring width
NAm-DanaPlateauInyoNationalForest.King.2000__sampleCount,37.9,-119.2,3300.0,wood.samplecount
NAm-DanaPlateauInyoNationalForest.King.2000__segmentLength,37.9,-119.2,3300.0,wood.segmentlength
NAm-DanaPlateauInyoNationalForest.King.2000__ringWidth,37.9,-119.2,3300.0,wood.ringwidth
NAm-DanaPlateauInyoNationalForest.King.2000__ringWidth__2,37.9,-119.2,3300.0,wood.ring width
NAm-DanaPlateauInyoNationalForest.King.2000__residualChronology,37.9,-119.2,3300.0,wood.residualchronology
NAm-DanaPlateauInyoNationalForest.King.2000__ARSTAN,37.9,-119.2,3300.0,wood.arstan
NAm-DanaPlateauInyoNationalForest.King.2000__correlationCoefficient,37.9,-119.2,3300.0,wood.correlationcoefficient
NAm-DanaPlateauInyoNationalForest.King.2000__RBAR,37.9,-119.2,3300.0,wood.rbar
NAm-DanaPlateauInyoNationalForest.King.2000__uncertainty1s,37.9,-119.2,3300.0,wood.uncertainty1s
NAm-DanaPlateauInyoNationalForest.King.2000__uncertainty1s__2,37.9,-119.2,3300.0,wood.uncertainty1s
NAm-DanaPlateauInyoNationalForest.King.2000__EPS,37.9,-119.2,3300.0,wood.eps
NAm-DanaPlateauInyoNationalForest.King.2000__core,37.9,-119.2,3300.0,wood.core
NAm-WrangellsComposite.D'Arrigo.2006__sampleCount,62.0,-142.0,200.0,wood.samplecount
NAm-WrangellsComposite.D'Arrigo.2006__segmentLength,62.0,-142.0,200.0,wood.segmentlength
NAm-WrangellsComposite.D'Arrigo.2006__density,62.0,-142.0,200.0,wood.density
NAm-WrangellsComposite.D'Arrigo.2006__MXD,62.0,-142.0,200.0,wood.maximum latewood density
NAm-WrangellsComposite.D'Arrigo.2006__residualChronology,62.0,-142.0,200.0,wood.residualchronology
NAm-WrangellsComposite.D'Arrigo.2006__ARSTAN,62.0,-142.0,200.0,wood.arstan
NAm-WrangellsComposite.D'Arrigo.2006__correlationCoefficient,62.0,-142.0,200.0,wood.correlationcoefficient
NAm-WrangellsComposite.D'Arrigo.2006__RBAR,62.0,-142.0,200.0,wood.rbar
NAm-WrangellsComposite.D'Arrigo.2006__uncertainty1s,62.0,-142.0,200.0,wood.uncertainty1s
NAm-WrangellsComposite.D'Arrigo.2006__uncertainty1s__2,62.0,-142.0,200.0,wood.uncertainty1s
NAm-WrangellsComposite.D'Arrigo.2006__EPS,62.0,-142.0,200.0,wood.eps
NAm-WrangellsComposite.D'Arrigo.2006__core,62.0,-142.0,200.0,wood.core
Asi-DQHZHO.PAGES2k.2013__ringWidth,35.0,100.07,3400.0,wood.ring width
Ocn-Philippines.Stott.2007__temperature,6.3,125.82,-2114.0,marinesediment.mg/ca
Ocn-MakassarStrait.Oppo.2009__temperature,-3.53,119.2,-503.0,marinesediment.mg/ca
Ocn-MakassarStrait.Oppo.2009__temperature__2,-3.53,119.2,-503.0,marinesediment.temperature
Ant-DomeC.Stenni.2001__d18O,-75.1,123.39,3233.0,glacierice.d18o
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__sampleCount,25.1,-106.3,2000.0,wood.samplecount
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__segmentLength,25.1,-106.3,2000.0,wood.segmentlength
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__ringWidth,25.1,-106.3,2000.0,wood.ringwidth
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__ringWidth__2,25.1,-106.3,2000.0,wood.ring width
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__residualChronology,25.1,-106.3,2000.0,wood.residualchronology
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__ARSTAN,25.1,-106.3,2000.0,wood.arstan
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__correlationCoefficient,25.1,-106.3,2000.0,wood.correlationcoefficient
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__RBAR,25.1,-106.3,2000.0,wood.rbar
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__uncertainty1s,25.1,-106.3,2000.0,wood.uncertainty1s
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__uncertainty1s__2,25.1,-106.3,2000.0,wood.uncertainty1s
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__EPS,25.1,-106.3,2000.0,wood.eps
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009__core,25.1,-106.3,2000.0,wood.core
Asi-AltaiTjute.Cook.2011__ringWidth,50.12,87.92,1700.0,wood.ring width
Asi-SHIYAT.PAGES2k.2013__ringWidth,39.83,71.5,0.0,wood.ring width
NAm-GalenaPassSawtooth.Briffa.1996__sampleCount,43.9,-114.7,2580.0,wood.samplecount
NAm-GalenaPassSawtooth.Briffa.1996__segmentLength,43.9,-114.7,2580.0,wood.segmentlength
NAm-GalenaPassSawtooth.Briffa.1996__ringWidth,43.9,-114.7,2580.0,wood.ringwidth
NAm-GalenaPassSawtooth.Briffa.1996__ringWidth__2,43.9,-114.7,2580.0,wood.ring width
NAm-GalenaPassSawtooth.Briffa.1996__residualChronology,43.9,-114.7,2580.0,wood.residualchronology
NAm-GalenaPassSawtooth.Briffa.1996__ARSTAN,43.9,-114.7,2580.0,wood.arstan
NAm-GalenaPassSawtooth.Briffa.1996__correlationCoefficient,43.9,-114.7,2580.0,wood.correlationcoefficient
NAm-GalenaPassSawtooth.Briffa.1996__RBAR,43.9,-114.7,2580.0,wood.rbar
NAm-GalenaPassSawtooth.Briffa.1996__uncertainty1s,43.9,-114.7,2580.0,wood.uncertainty1s
NAm-GalenaPassSawtooth.Briffa.1996__uncertainty1s__2,43.9,-114.7,2580.0,wood.uncertainty1s
NAm-GalenaPassSawtooth.Briffa.1996__EPS,43.9,-114.7,2580.0,wood.eps
NAm-GalenaPassSawtooth.Briffa.1996__core,43.9,-114.7,2580.0,wood.core
NAm-GalenaPassSawtooth.Briffa.1996__sampleCount__2,43.9,-114.7,2580.0,wood.samplecount
NAm-GalenaPassSawtooth.Briffa.1996__segmentLength__2,43.9,-114.7,2580.0,wood.segmentlength
NAm-GalenaPassSawtooth.Briffa.1996__density,43.9,-114.7,2580.0,wood.density
NAm-GalenaPassSawtooth.Briffa.1996__MXD,43.9,-114.7,2580.0,wood.maximum latewood density
NAm-GalenaPassSawtooth.Briffa.1996__residualChronology__2,43.9,-114.7,2580.0,wood.residualchronology
NAm-GalenaPassSawtooth.Briffa.1996__ARSTAN__2,43.9,-114.7,2580.0,wood.arstan
NAm-GalenaPassSawtooth.Briffa.1996__correlationCoefficient__2,43.9,-114.7,2580.0,wood.correlationcoefficient
NAm-GalenaPassSawtooth.Briffa.1996__RBAR__2,43.9,-114.7,2580.0,wood.rbar
NAm-GalenaPassSawtooth.Briffa.1996__uncertainty1s__3,43.9,-114.7,2580.0,wood.uncertainty1s
NAm-GalenaPassSawtooth.Briffa.1996__uncertainty1s__4,43.9,-114.7,2580.0,wood.uncertainty1s
NAm-GalenaPassSawtooth.Briffa.1996__EPS__2,43.9,-114.7,2580.0,wood.eps
NAm-GalenaPassSawtooth.Briffa.1996__core__2,43.9,-114.7,2580.0,wood.core
NAm-BarlowPassamMtHood.Briffa.1996__sampleCount,45.3,-121.7,1300.0,wood.samplecount
NAm-BarlowPassamMtHood.Briffa.1996__segmentLength,45.3,-121.7,1300.0,wood.segmentlength
NAm-BarlowPassamMtHood.Briffa.1996__ringWidth,45.3,-121.7,1300.0,wood.ringwidth
NAm-BarlowPassamMtHood.Briffa.1996__ringWidth__2,45.3,-121.7,1300.0,wood.ring width
NAm-BarlowPassamMtHood.Briffa.1996__residualChronology,45.3,-121.7,1300.0,wood.residualchronology
NAm-BarlowPassamMtHood.Briffa.1996__ARSTAN,45.3,-121.7,1300.0,wood.arstan
NAm-BarlowPassamMtHood.Briffa.1996__correlationCoefficient,45.3,-121.7,1300.0,wood.correlationcoefficient
NAm-BarlowPassamMtHood.Briffa.1996__RBAR,45.3,-121.7,1300.0,wood.rbar
NAm-BarlowPassamMtHood.Briffa.1996__uncertainty1s,45.3,-121.7,1300.0,wood.uncertainty1s
NAm-BarlowPassamMtHood.Briffa.1996__uncertainty1s__2,45.3,-121.7,1300.0,wood.uncertainty1s
NAm-BarlowPassamMtHood.Briffa.1996__EPS,45.3,-121.7,1300.0,wood.eps
NAm-BarlowPassamMtHood.Briffa.1996__core,45.3,-121.7,1300.0,wood.core
NAm-BarlowPassamMtHood.Briffa.1996__sampleCount__2,45.3,-121.7,1300.0,wood.samplecount
NAm-BarlowPassamMtHood.Briffa.1996__segmentLength__2,45.3,-121.7,1300.0,wood.segmentlength
NAm-BarlowPassamMtHood.Briffa.1996__density,45.3,-121.7,1300.0,wood.density
NAm-BarlowPassamMtHood.Briffa.1996__MXD,45.3,-121.7,1300.0,wood.maximum latewood density
NAm-BarlowPassamMtHood.Briffa.1996__residualChronology__2,45.3,-121.7,1300.0,wood.residualchronology
NAm-BarlowPassamMtHood.Briffa.1996__ARSTAN__2,45.3,-121.7,1300.0,wood.arstan
NAm-BarlowPassamMtHood.Briffa.1996__correlationCoefficient__2,45.3,-121.7,1300.0,wood.correlationcoefficient
NAm-BarlowPassamMtHood.Briffa.1996__RBAR__2,45.3,-121.7,1300.0,wood.rbar
NAm-BarlowPassamMtHood.Briffa.1996__uncertainty1s__3,45.3,-121.7,1300.0,wood.uncertainty1s
NAm-BarlowPassamMtHood.Briffa.1996__uncertainty1s__4,45.3,-121.7,1300.0,wood.uncertainty1s
NAm-BarlowPassamMtHood.Briffa.1996__EPS__2,45.3,-121.7,1300.0,wood.eps
NAm-BarlowPassamMtHood.Briffa.1996__core__2,45.3,-121.7,1300.0,wood.core
Aus-StewartIsland.D'Arrigo.1996__ringWidth,-47.0,167.8,450.0,wood.ring width
Arc-VoeringPlateau.Berner.2011__temperature,66.97,7.64,-1048.0,marinesediment.diatom
Ocn-GreatBahamaBank.Richter.2006__temperature,24.58,-79.26,-531.0,marinesediment.mg/ca
Ocn-GreatBahamaBank.Richter.2006__Mg/Ca,24.58,-79.26,-531.0,marinesediment.mg/ca
Ocn-GreatBahamaBank.Richter.2006__temperature__2,24.58,-79.26,-531.0,marinesediment.temperature
Ocn-GreatBahamaBank.Richter.2006__Mg/Ca__2,24.58,-79.26,-531.0,marinesediment.mg/ca
NAm-HighlandFireOutlook.Briffa.1996__sampleCount,45.8,-112.5,2730.0,wood.samplecount
NAm-HighlandFireOutlook.Briffa.1996__segmentLength,45.8,-112.5,2730.0,wood.segmentlength
NAm-HighlandFireOutlook.Briffa.1996__ringWidth,45.8,-112.5,2730.0,wood.ringwidth
NAm-HighlandFireOutlook.Briffa.1996__ringWidth__2,45.8,-112.5,2730.0,wood.ring width
NAm-HighlandFireOutlook.Briffa.1996__residualChronology,45.8,-112.5,2730.0,wood.residualchronology
NAm-HighlandFireOutlook.Briffa.1996__ARSTAN,45.8,-112.5,2730.0,wood.arstan
NAm-HighlandFireOutlook.Briffa.1996__correlationCoefficient,45.8,-112.5,2730.0,wood.correlationcoefficient
NAm-HighlandFireOutlook.Briffa.1996__RBAR,45.8,-112.5,2730.0,wood.rbar
NAm-HighlandFireOutlook.Briffa.1996__uncertainty1s,45.8,-112.5,2730.0,wood.uncertainty1s
NAm-HighlandFireOutlook.Briffa.1996__uncertainty1s__2,45.8,-112.5,2730.0,wood.uncertainty1s
NAm-HighlandFireOutlook.Briffa.1996__EPS,45.8,-112.5,2730.0,wood.eps
NAm-HighlandFireOutlook.Briffa.1996__core,45.8,-112.5,2730.0,wood.core
NAm-HighlandFireOutlook.Briffa.1996__sampleCount__2,45.8,-112.5,2730.0,wood.samplecount
NAm-HighlandFireOutlook.Briffa.1996__segmentLength__2,45.8,-112.5,2730.0,wood.segmentlength
NAm-HighlandFireOutlook.Briffa.1996__density,45.8,-112.5,2730.0,wood.density
NAm-HighlandFireOutlook.Briffa.1996__MXD,45.8,-112.5,2730.0,wood.maximum latewood density
NAm-HighlandFireOutlook.Briffa.1996__residualChronology__2,45.8,-112.5,2730.0,wood.residualchronology
NAm-HighlandFireOutlook.Briffa.1996__ARSTAN__2,45.8,-112.5,2730.0,wood.arstan
NAm-HighlandFireOutlook.Briffa.1996__correlationCoefficient__2,45.8,-112.5,2730.0,wood.correlationcoefficient
NAm-HighlandFireOutlook.Briffa.1996__RBAR__2,45.8,-112.5,2730.0,wood.rbar
NAm-HighlandFireOutlook.Briffa.1996__uncertainty1s__3,45.8,-112.5,2730.0,wood.uncertainty1s
NAm-HighlandFireOutlook.Briffa.1996__uncertainty1s__4,45.8,-112.5,2730.0,wood.uncertainty1s
NAm-HighlandFireOutlook.Briffa.1996__EPS__2,45.8,-112.5,2730.0,wood.eps
NAm-HighlandFireOutlook.Briffa.1996__core__2,45.8,-112.5,2730.0,wood.core
Arc-ScreamingLynxLake.Clegg.2011__temperature,66.07,-145.4,223.0,lakesediment.chironomid
Arc-Crete.Vinther.2010__d18O,71.12,-37.32,3172.0,glacierice.d18o
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002__d18O,32.47,-64.7,-11.0,coral.d18o
Ocn-NorthEastBreakers_Bermuda.Kuhnert.2002__Sr/Ca,32.47,-64.7,-11.0,coral.sr/ca
Ocn-Ifaty1.Zinke.2014__d18O,-23.15,43.58,-1.1,coral.d18o
Asi-BT003.Cook.2010__ringWidth,27.7,90.77,1450.0,wood.ring width
NAm-IttyhaukBay.D'Arrigo.2011__sampleCount,56.0,-61.0,50.0,wood.samplecount
NAm-IttyhaukBay.D'Arrigo.2011__segmentLength,56.0,-61.0,50.0,wood.segmentlength
NAm-IttyhaukBay.D'Arrigo.2011__ringWidth,56.0,-61.0,50.0,wood.ringwidth
NAm-IttyhaukBay.D'Arrigo.2011__ringWidth__2,56.0,-61.0,50.0,wood.ring width
NAm-IttyhaukBay.D'Arrigo.2011__residualChronology,56.0,-61.0,50.0,wood.residualchronology
NAm-IttyhaukBay.D'Arrigo.2011__ARSTAN,56.0,-61.0,50.0,wood.arstan
NAm-IttyhaukBay.D'Arrigo.2011__correlationCoefficient,56.0,-61.0,50.0,wood.correlationcoefficient
NAm-IttyhaukBay.D'Arrigo.2011__RBAR,56.0,-61.0,50.0,wood.rbar
NAm-IttyhaukBay.D'Arrigo.2011__uncertainty1s,56.0,-61.0,50.0,wood.uncertainty1s
NAm-IttyhaukBay.D'Arrigo.2011__uncertainty1s__2,56.0,-61.0,50.0,wood.uncertainty1s
NAm-IttyhaukBay.D'Arrigo.2011__EPS,56.0,-61.0,50.0,wood.eps
NAm-IttyhaukBay.D'Arrigo.2011__core,56.0,-61.0,50.0,wood.core
Ocn-Ningaloo.Kuhnert.2000__d18O,-21.905,113.965,-3.0,coral.d18o
Ocn-Ningaloo.Kuhnert.2000__d13C,-21.905,113.965,-3.0,coral.d13c
NAm-CardinalDivide.Luckman.2001__sampleCount,52.9,-117.3,2050.0,wood.samplecount
NAm-CardinalDivide.Luckman.2001__segmentLength,52.9,-117.3,2050.0,wood.segmentlength
NAm-CardinalDivide.Luckman.2001__ringWidth,52.9,-117.3,2050.0,wood.ringwidth
NAm-CardinalDivide.Luckman.2001__ringWidth__2,52.9,-117.3,2050.0,wood.ring width
NAm-CardinalDivide.Luckman.2001__residualChronology,52.9,-117.3,2050.0,wood.residualchronology
NAm-CardinalDivide.Luckman.2001__ARSTAN,52.9,-117.3,2050.0,wood.arstan
NAm-CardinalDivide.Luckman.2001__correlationCoefficient,52.9,-117.3,2050.0,wood.correlationcoefficient
NAm-CardinalDivide.Luckman.2001__RBAR,52.9,-117.3,2050.0,wood.rbar
NAm-CardinalDivide.Luckman.2001__uncertainty1s,52.9,-117.3,2050.0,wood.uncertainty1s
NAm-CardinalDivide.Luckman.2001__uncertainty1s__2,52.9,-117.3,2050.0,wood.uncertainty1s
NAm-CardinalDivide.Luckman.2001__EPS,52.9,-117.3,2050.0,wood.eps
NAm-CardinalDivide.Luckman.2001__core,52.9,-117.3,2050.0,wood.core
Arc-Kongressvatnet.D'Andrea.2012__Uk37,78.0217,13.9311,94.0,lakesediment.uk37
Arc-Kongressvatnet.D'Andrea.2012__temperature,78.0217,13.9311,94.0,lakesediment.alkenone
NAm-RedMountainPassSilverton.Graybill.1994__sampleCount,37.9,-107.7,3400.0,wood.samplecount
NAm-RedMountainPassSilverton.Graybill.1994__segmentLength,37.9,-107.7,3400.0,wood.segmentlength
NAm-RedMountainPassSilverton.Graybill.1994__ringWidth,37.9,-107.7,3400.0,wood.ringwidth
NAm-RedMountainPassSilverton.Graybill.1994__ringWidth__2,37.9,-107.7,3400.0,wood.ring width
NAm-RedMountainPassSilverton.Graybill.1994__residualChronology,37.9,-107.7,3400.0,wood.residualchronology
NAm-RedMountainPassSilverton.Graybill.1994__ARSTAN,37.9,-107.7,3400.0,wood.arstan
NAm-RedMountainPassSilverton.Graybill.1994__correlationCoefficient,37.9,-107.7,3400.0,wood.correlationcoefficient
NAm-RedMountainPassSilverton.Graybill.1994__RBAR,37.9,-107.7,3400.0,wood.rbar
NAm-RedMountainPassSilverton.Graybill.1994__uncertainty1s,37.9,-107.7,3400.0,wood.uncertainty1s
NAm-RedMountainPassSilverton.Graybill.1994__uncertainty1s__2,37.9,-107.7,3400.0,wood.uncertainty1s
NAm-RedMountainPassSilverton.Graybill.1994__EPS,37.9,-107.7,3400.0,wood.eps
NAm-RedMountainPassSilverton.Graybill.1994__core,37.9,-107.7,3400.0,wood.core
NAm-RedMountainPassSilverton.Graybill.1994__sampleCount__2,37.9,-107.7,3400.0,wood.samplecount
NAm-RedMountainPassSilverton.Graybill.1994__segmentLength__2,37.9,-107.7,3400.0,wood.segmentlength
NAm-RedMountainPassSilverton.Graybill.1994__density,37.9,-107.7,3400.0,wood.density
NAm-RedMountainPassSilverton.Graybill.1994__MXD,37.9,-107.7,3400.0,wood.maximum latewood density
NAm-RedMountainPassSilverton.Graybill.1994__residualChronology__2,37.9,-107.7,3400.0,wood.residualchronology
NAm-RedMountainPassSilverton.Graybill.1994__ARSTAN__2,37.9,-107.7,3400.0,wood.arstan
NAm-RedMountainPassSilverton.Graybill.1994__correlationCoefficient__2,37.9,-107.7,3400.0,wood.correlationcoefficient
NAm-RedMountainPassSilverton.Graybill.1994__RBAR__2,37.9,-107.7,3400.0,wood.rbar
NAm-RedMountainPassSilverton.Graybill.1994__uncertainty1s__3,37.9,-107.7,3400.0,wood.uncertainty1s
NAm-RedMountainPassSilverton.Graybill.1994__uncertainty1s__4,37.9,-107.7,3400.0,wood.uncertainty1s
NAm-RedMountainPassSilverton.Graybill.1994__EPS__2,37.9,-107.7,3400.0,wood.eps
NAm-RedMountainPassSilverton.Graybill.1994__core__2,37.9,-107.7,3400.0,wood.core
Asi-JAPA012.Yasue.1997__ringWidth,44.95,142.12,2000.0,wood.ring width
Ocn-Rabaul.Quinn.2006__d18O,-4.1916,151.9772,-8.0,coral.d18o
Ocn-Rabaul.Quinn.2006__Sr/Ca,-4.1916,151.9772,-8.0,coral.sr/ca
Ocn-Rabaul.Quinn.2006__d13C,-4.1916,151.9772,-8.0,coral.d13c
NAm-CirquePeak.Graybill.1995__sampleCount,36.3,-118.2,3505.0,wood.samplecount
NAm-CirquePeak.Graybill.1995__segmentLength,36.3,-118.2,3505.0,wood.segmentlength
NAm-CirquePeak.Graybill.1995__ringWidth,36.3,-118.2,3505.0,wood.ringwidth
NAm-CirquePeak.Graybill.1995__ringWidth__2,36.3,-118.2,3505.0,wood.ring width
NAm-CirquePeak.Graybill.1995__residualChronology,36.3,-118.2,3505.0,wood.residualchronology
NAm-CirquePeak.Graybill.1995__ARSTAN,36.3,-118.2,3505.0,wood.arstan
NAm-CirquePeak.Graybill.1995__correlationCoefficient,36.3,-118.2,3505.0,wood.correlationcoefficient
NAm-CirquePeak.Graybill.1995__RBAR,36.3,-118.2,3505.0,wood.rbar
NAm-CirquePeak.Graybill.1995__uncertainty1s,36.3,-118.2,3505.0,wood.uncertainty1s
NAm-CirquePeak.Graybill.1995__uncertainty1s__2,36.3,-118.2,3505.0,wood.uncertainty1s
NAm-CirquePeak.Graybill.1995__EPS,36.3,-118.2,3505.0,wood.eps
NAm-CirquePeak.Graybill.1995__core,36.3,-118.2,3505.0,wood.core
Arc-GISP2.Grootes.1997__d18O,72.1,-38.08,3200.0,glacierice.d18o
Arc-LakeDonardBaffinIsland.Moore.2001__thickness,66.73,-61.35,500.0,lakesediment.varve thickness
Asi-PAKI007.Esper.2007__ringWidth,36.33,74.03,3330.0,wood.ring width
Asi-PAKI012.Esper.2007__ringWidth,36.58,75.08,3033.0,wood.ring width
NAm-Manitoba.D'Arrigo.2006__sampleCount,58.0,-94.0,100.0,wood.samplecount
NAm-Manitoba.D'Arrigo.2006__segmentLength,58.0,-94.0,100.0,wood.segmentlength
NAm-Manitoba.D'Arrigo.2006__ringWidth,58.0,-94.0,100.0,wood.ringwidth
NAm-Manitoba.D'Arrigo.2006__ringWidth__2,58.0,-94.0,100.0,wood.ring width
NAm-Manitoba.D'Arrigo.2006__residualChronology,58.0,-94.0,100.0,wood.residualchronology
NAm-Manitoba.D'Arrigo.2006__ARSTAN,58.0,-94.0,100.0,wood.arstan
NAm-Manitoba.D'Arrigo.2006__correlationCoefficient,58.0,-94.0,100.0,wood.correlationcoefficient
NAm-Manitoba.D'Arrigo.2006__RBAR,58.0,-94.0,100.0,wood.rbar
NAm-Manitoba.D'Arrigo.2006__uncertainty1s,58.0,-94.0,100.0,wood.uncertainty1s
